TV_news_time,news_paper_time,int_news_time,TV_debate,read_media,like_media,share_media,comment_media,int_discuss,read_election_news,read_election_leaflet,convince,campaign,volunteer,election_mayor,election_18,sex,age,ethnic,edu,income,pk_1,pk_2,pk_3,political_knowledge,anti_1,anti_2,anti_3,anti_4,anti_5,TC_issue,Negative_1,Negative_2,Negative_3,online_pp,offline_pp,anti_party,online_media_pp_mean,voting_mean,offline_media_pp_mean,campaign_worker_pp_mean,online_media_pp_score,voting_score,offline_media_pp_score,campaign_worker_pp_score,onlnie_scores,offlnie_scores,political_polarization_mean,party_image_mean,political_polarization_score,party_image_score,anti_party_scores
3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1,本省閩南人,3,4.0,1,1,1,3,5,4,2,4,4,2,轉而支持其他候選人,沒有影響,沒有影響,1.4444444444444444,1.5714285714285714,3.8,1.0,3.0,1.0,1.0,-0.17403763655904422,0.0526098689095405,-1.0046034420552286,-0.1909308618024693,-0.274030569194534,-0.3877602795248595,5.0,3.3333333333333335,-0.03737124940148026,1.1192731117953072,0.4310188958648366
1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,4,3.0,1,1,0,2,5,4,2,4,4,2,沒有影響,沒有影響,沒有影響,1.4444444444444444,2.142857142857143,3.8,1.75,4.0,2.0,1.0,0.559078473926385,1.0541918774102612,-0.9700956467908908,-0.3238021016310926,0.10295117348245658,0.18966494355558242,5.0,3.3333333333333335,-0.03737124940148026,1.1192731117953072,0.4310188958648366
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,4,2.0,1,1,0,2,3,4,2,2,3,3,可能因此不去投票,可能因此不去投票,不知道,1.2222222222222223,1.8571428571428572,2.8,1.25,4.0,1.0,1.0,-0.22012313239680079,1.1781897476498533,-1.4626551504684728,-0.2511411901550617,-0.29802493255332463,-0.05479920238030895,3.0,2.3333333333333335,-1.168935968900184,-1.1198771195344355,-1.1490692904708308
1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,4,1.0,1,1,1,3,4,4,4,4,2,2,轉而支持其他候選人,不知道,轉而支持其他候選人,1.6666666666666667,2.2857142857142856,3.6,1.5,4.0,2.5,1.0,-0.11916623299267638,0.8437139134137884,0.35531577503549605,-0.31736441173682084,0.06423260401051685,0.30839205989301494,4.0,3.3333333333333335,0.14976346481276115,-0.055336567186447146,0.06670696360539398
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,0.0,1,本省客家人,3,3.0,0,0,1,1,5,5,5,5,4,3,沒有影響,轉而支持其他候選人,轉而支持其他候選人,1.1111111111111112,1.8571428571428572,4.8,1.25,3.0,2.0,1.0,-0.4846460141862167,0.10882232184824653,-0.3550932870215917,-0.1510610507301204,-0.35948532775827136,-0.15030604684999432,5.0,4.666666666666667,1.1473084224488723,1.0391964999907335,1.103527844110348
1.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,4,3.0,1,1,1,3,5,1,1,1,1,1,沒有影響,沒有影響,沒有影響,2.2222222222222223,3.0,1.8,2.25,4.0,4.0,1.0,1.535524400105151,0.6416316038961638,0.8572656747640202,-0.35135505640323184,0.8537136149546498,0.7767081196379473,5.0,1.0,-2.4305349662855305,1.2799158682150495,-0.9279654093155759
1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,本省閩南人,3,2.0,1,1,1,3,4,4,3,3,3,3,沒有影響,轉而支持其他候選人,轉而支持其他候選人,1.4444444444444444,1.1428571428571428,3.4,1.5,1.0,1.5,1.0,0.03142015817680191,-1.3847285003253917,-0.3685633480889416,-0.29063165054304785,-0.08763006029413269,-1.0011931115169286,4.0,3.0,-0.47208613202213007,-0.009377122600207621,-0.28470931386610016
1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,4,3.0,1,1,0,2,4,5,2,5,1,2,轉而支持其他候選人,沒有影響,轉而支持其他候選人,1.5555555555555556,2.4285714285714284,3.4,1.75,4.0,3.0,1.0,0.22351971397352502,0.8765172242837114,0.07801281660989791,-0.2623015975983403,0.19540768484629195,0.43412908949147366,4.0,2.6666666666666665,0.2859315652887325,-0.06558613331689382,0.14358234245310744
1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,3,3.0,1,1,1,3,4,4,4,4,4,2,沒有影響,沒有影響,沒有影響,2.0,2.7142857142857144,4.0,2.25,4.0,3.5,1.0,1.302138205017171,0.6669200790989074,0.7689531507522693,-0.5644962028899447,0.7751561300124092,0.6019136479341974,4.0,4.0,0.3744344280875447,-0.06930882548410991,0.19473790772728736
2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,3.0,1,1,1,3,4,5,4,4,2,1,轉而支持其他候選人,轉而支持其他候選人,沒有影響,2.0,2.5714285714285716,3.8,1.5,4.0,3.0,1.0,0.5136979708348686,0.5289058945812506,1.0014844035187822,-0.5814113200499983,0.5570816515935363,0.48318653159676483,4.0,3.3333333333333335,0.225787622296035,-0.05733123864583164,0.1111369233837241
1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,2.0,1,1,1,3,4,4,4,4,4,5,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,1.5555555555555556,2.5714285714285716,4.0,1.75,4.0,3.5,1.0,-0.22030601585139617,0.8128245177115203,0.8223642000021807,-0.3042689391216799,0.1833016138597801,0.5598661190899324,4.0,4.0,0.3744344280875447,-0.06930882548410991,0.19473790772728736
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1,本省閩南人,3,1.0,1,1,1,3,3,4,3,4,2,3,沒有影響,轉而支持其他候選人,轉而支持其他候選人,1.1111111111111112,1.2857142857142858,3.2,1.25,2.0,1.0,1.0,-0.37408703727503506,-0.41937635042395743,-1.1347175137472119,-0.17036118079770218,-0.35948532775827136,-0.7648798860296773,3.0,3.0,-0.00013651154040743296,-1.206213954550687,-0.48854488293426596
1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,本省閩南人,3,2.0,1,1,1,3,5,4,4,5,4,4,不知道,沒有影響,不知道,1.4444444444444444,1.5714285714285714,4.4,1.25,2.0,2.0,1.0,-0.5523957579493964,-0.595442437373208,0.07026636624036899,-0.09432999918027135,-0.23362776086172865,-0.5204157400937858,5.0,4.333333333333333,0.8840490470182005,1.0537593547551771,0.9527742648646477
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1,本省閩南人,3,2.0,1,1,0,2,3,2,2,4,2,3,沒有影響,沒有影響,沒有影響,1.2222222222222223,1.4285714285714286,2.6,1.5,1.0,2.0,1.0,0.0031903670804766214,-1.3905199725311488,-0.10748565503712865,-0.32503756665194306,-0.19104297779792698,-0.8334085530742049,3.0,2.6666666666666665,-0.3394200444543529,-1.189656428326859,-0.6837284219582964
1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,3,1.0,1,1,1,3,5,5,4,5,2,4,不知道,轉而支持其他候選人,不知道,1.8888888888888888,2.4285714285714284,4.2,2.25,4.0,2.5,1.0,1.5706251746177307,0.8927599409096509,-0.6021427685662681,-0.3459058234901353,0.7798413831866875,0.3644594152593324,5.0,3.6666666666666665,0.7354022412266907,1.0657369415934554,0.8691732805210843
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,本省閩南人,3,3.0,1,1,1,3,4,4,4,4,2,2,沒有影響,沒有影響,轉而支持其他候選人,1.2222222222222223,1.0,3.6,1.25,1.0,1.0,1.0,-0.22354915233611097,-1.263223966165179,-0.9785314818581716,-0.2047861897144553,-0.29802493255332463,-1.119920227854361,4.0,3.3333333333333335,0.14976346481276115,-0.055336567186447146,0.06670696360539398
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2,本省閩南人,3,3.0,1,1,1,3,4,4,5,5,4,3,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,1.1111111111111112,1.2857142857142858,4.4,1.0,2.0,1.0,1.0,-0.5209603853166125,-0.3885425807023549,-1.271894956287453,-0.13892588335308914,-0.5884644796133366,-0.7648798860296773,4.0,4.666666666666667,1.1086195065598277,-0.1222543992191808,0.6101696572597283
1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1,其他,4,2.0,1,1,1,3,4,4,2,2,2,4,沒有影響,沒有影響,沒有影響,1.5555555555555556,2.2857142857142856,2.8,1.75,4.0,2.5,1.0,0.11066724139748987,0.9170339321237697,-0.09934458315424492,-0.36869148204933244,0.20280948676587918,0.3154019731540411,4.0,2.0,-1.3186066921318047,0.05055458028369466,-0.7641565354594877
1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,1,本省客家人,3,1.0,1,0,0,1,5,5,4,5,5,1,轉而支持其他候選人,沒有影響,轉而支持其他候選人,1.6666666666666667,2.7142857142857144,4.8,1.75,4.0,2.5,2.0,0.7038749840648533,0.9605789591241152,-0.4055776994100469,1.3067799838928065,0.32836128808591847,0.8665701275134243,5.0,4.666666666666667,1.072408686138866,1.0447785541469612,1.0612196967039242
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1,本省閩南人,3,4.0,1,0,1,2,5,5,5,5,5,2,不知道,沒有影響,不知道,1.1111111111111112,1.2857142857142858,5.0,1.25,2.0,1.0,1.0,-0.34974368889831536,-0.3851388450985925,-1.2625817993862867,-0.1646369645941454,-0.48148252485793896,-0.7648798860296773,5.0,5.0,1.2596439040862641,1.0322103708419021,1.167543316171295
1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,1.0,1,1,1,3,5,4,4,5,2,2,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,1.5555555555555556,2.5714285714285716,4.0,1.75,4.0,3.0,1.0,0.08342209529032857,0.8694288318505554,0.45019673104311664,-0.3416120837381609,0.1833016138597801,0.48318653159676483,5.0,3.6666666666666665,0.659378083743417,1.06773161305284,0.8247433207427542
1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,2,本省閩南人,3,4.0,0,1,1,2,2,4,4,5,2,2,沒有影響,沒有影響,沒有影響,1.6666666666666667,2.142857142857143,3.4,1.75,4.0,2.0,1.0,0.5310862824958315,0.9282385466441478,-0.6961786962846312,-0.4781291986096692,0.22973817748421194,0.1966748568166086,2.0,3.6666666666666665,0.7713838085261048,-2.4226050989550574,-0.5220413604741151
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,本省閩南人,3,3.0,1,1,1,3,5,5,5,5,5,4,沒有影響,沒有影響,沒有影響,1.0,1.0,5.0,1.0,1.0,1.0,1.0,-0.6737822835484099,-1.1723041075044884,-1.1053318757696258,-0.07359754080926509,-0.6499248748182833,-1.119920227854361,5.0,5.0,1.2596439040862641,1.0322103708419021,1.167543316171295
1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,2.0,1,1,1,3,3,4,4,4,2,3,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,1.3333333333333333,2.2857142857142856,3.4,1.5,4.0,2.5,1.0,-0.33956588981480906,1.0079537907844602,-0.22614497706569903,-0.23750283314414228,-0.1490904554990794,0.3154019731540411,3.0,3.3333333333333335,0.18709870640699044,-1.2187821378557462,-0.3822212634668957
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1,本省閩南人,4,2.0,1,1,1,3,4,4,2,2,1,4,沒有影響,沒有影響,沒有影響,1.3333333333333333,1.4285714285714286,2.6,1.5,1.0,2.0,1.0,0.15487025866583742,-1.4205630170006929,-0.11267417935152219,-0.3749142423822317,-0.12958258259298028,-0.8334085530742049,4.0,1.6666666666666667,-1.4309421737691965,0.05754070943252604,-0.8281720075204344
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,本省閩南人,4,3.0,1,1,1,3,4,1,4,4,2,3,可能因此不去投票,可能因此不去投票,可能因此不去投票,1.1111111111111112,1.7142857142857142,3.0,1.25,2.0,2.5,1.0,-0.6652388136059225,-0.5721092288593844,-0.051752307818378945,-0.16175439975575995,-0.35948532775827136,-0.39467871049532716,4.0,3.3333333333333335,-0.0783090076370602,-0.04935255280829364,-0.0665829157295962
1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,4.0,1,1,1,3,5,5,1,5,5,4,沒有影響,沒有影響,沒有影響,1.4444444444444444,2.7142857142857144,4.2,1.5,4.0,4.0,1.0,-0.5872788554636614,0.7997429206419642,1.1519869723860159,-0.26395732701405944,-0.10713793320023184,0.6785932354273649,5.0,3.6666666666666665,0.5107030322966724,1.0824831040621385,0.7422488383018135
2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,3,3.0,1,1,1,3,4,4,2,4,2,4,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,2.0,2.5714285714285716,3.2,2.25,4.0,3.0,1.0,1.5990812077188485,0.6874355157126981,0.14113387972356223,-0.45145390459831625,0.9403069506470925,0.48318653159676483,4.0,2.6666666666666665,-0.22470697108203463,-0.03020020057632892,-0.14594027532934653
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,本省閩南人,3,2.0,1,1,0,2,5,2,5,5,5,1,可能因此不去投票,可能因此不去投票,可能因此不去投票,1.0,1.0,4.4,1.0,1.0,1.0,1.0,-0.6737822835484099,-1.1723041075044884,-1.1053318757696258,-0.07359754080926509,-0.6499248748182833,-1.119920227854361,5.0,5.0,1.0315714316364426,1.0381943852200557,1.0342534368363043
1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1,本省閩南人,4,2.0,1,1,1,3,4,4,2,4,2,2,沒有影響,沒有影響,沒有影響,1.3333333333333333,1.5714285714285714,3.2,1.75,2.0,2.0,1.0,0.11052359038490694,-0.6548092960022909,-0.07538058171522585,-0.4092616330785109,0.09939656926208493,-0.5274256533548122,4.0,2.6666666666666665,-0.22470697108203463,-0.03020020057632892,-0.14594027532934653
2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,4.0,1,1,1,3,4,4,2,2,1,4,不知道,轉而支持其他候選人,轉而支持其他候選人,1.6666666666666667,2.5714285714285716,2.6,1.5,4.0,3.0,1.0,0.11732211286180214,0.760094029548068,0.42219326398482226,-0.39526412335643357,0.2562930994708867,0.490196444857791,4.0,1.6666666666666667,-1.4309421737691965,0.05754070943252604,-0.8281720075204344
1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,4,3.0,1,1,1,3,5,5,4,4,4,2,轉而支持其他候選人,沒有影響,沒有影響,1.3333333333333333,2.7142857142857144,4.4,1.5,4.0,3.0,1.0,-0.04760479223896674,0.9341920353017386,0.24034957658408024,-0.3093065575387187,-0.02709325839941184,0.5322439737020561,5.0,4.0,0.41312334397658923,1.0921420737258043,0.688096094577907
2.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1,本省閩南人,4,2.0,1,1,1,3,5,5,5,5,1,4,轉而支持其他候選人,沒有影響,轉而支持其他候選人,2.111111111111111,2.7142857142857144,4.2,1.75,4.0,4.0,1.0,0.7916106179531875,0.29561937228377005,1.6877982482198985,-0.8475612445133512,0.8324973670730336,0.6785932354273649,5.0,3.6666666666666665,0.8103019775366971,1.0601548874372277,0.9114814279275081
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,3,2.0,1,1,1,3,5,5,5,4,2,2,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,1.3333333333333333,2.5714285714285716,4.2,1.5,4.0,2.5,1.0,0.1963457252138589,1.033251721451991,-0.4985467345518448,-0.3432013132082028,-0.12958258259298028,0.41351685736462357,5.0,3.6666666666666665,0.37568759864920365,1.0935461487184082,0.6663887699233841
1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,4,2.0,1,1,1,3,2,4,2,1,1,4,沒有影響,沒有影響,沒有影響,1.4444444444444444,2.142857142857143,2.0,1.75,4.0,2.0,1.0,0.178594518888235,1.011899157418201,-0.7051880843367022,-0.3584337781920848,0.16085696446703163,0.1966748568166086,2.0,1.3333333333333333,-1.903221551105623,-2.228973041476061,-2.0351365917300845
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1,本省閩南人,3,3.0,1,1,0,2,5,5,4,4,2,5,可能因此不去投票,沒有影響,可能因此不去投票,1.3333333333333333,1.4285714285714286,4.0,1.5,1.0,1.5,1.0,0.41565188162010913,-1.3293875251883172,-0.6357765812606937,-0.3464534548768198,-0.12958258259298028,-0.9030782273063462,5.0,3.3333333333333335,0.1884523807018057,1.1061143320234672,0.5600651504560138
2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1,本省閩南人,3,2.0,1,1,1,3,4,4,1,1,2,1,沒有影響,沒有影響,沒有影響,2.0,2.857142857142857,2.4,2.25,4.0,3.0,2.0,1.5679259076656593,0.7799787047262964,-0.14805430266152758,1.6263356059601617,0.9672166254727791,0.9687305691929806,4.0,1.3333333333333333,-2.0527917706040877,0.10350015401876556,-1.1795882849919284
1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,1,本省閩南人,3,4.0,1,1,1,3,4,4,4,2,2,2,轉而支持其他候選人,轉而支持其他候選人,轉而支持其他候選人,1.6666666666666667,2.142857142857143,3.2,1.75,4.0,2.0,1.0,0.5740327706832845,0.8936673689708072,-0.5452437633345235,-0.5439331307315619,0.22973817748421194,0.18966494355558242,4.0,2.6666666666666665,-0.944136256237009,0.025418213673576433,-0.5515092965247472
1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1,本省閩南人,3,3.0,0,1,1,2,4,4,4,4,4,3,不知道,轉而支持其他候選人,不知道,1.4444444444444444,1.5714285714285714,4.0,1.25,2.0,1.5,1.5,-0.09292805373247996,-0.5818647192194482,-0.5285439415702866,0.813959057171499,-0.12665439534257594,-0.40688570752465,4.0,4.0,0.3744344280875447,-0.06930882548410991,0.19473790772728736
3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,1,本省閩南人,3,3.0,1,1,1,3,4,4,2,2,2,2,不知道,不知道,不知道,1.8888888888888888,2.7142857142857144,2.8,1.25,4.0,3.0,2.0,-0.19646201874413852,0.563184605374311,1.0493556051323676,1.2961100259410183,0.3196951879947103,0.9432497150065918,4.0,2.0,-1.3186066921318047,0.05055458028369466,-0.7641565354594877
1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,1,本省閩南人,4,1.0,1,1,1,3,4,2,4,2,1,3,不知道,沒有影響,不知道,1.2222222222222223,1.7142857142857142,2.6,1.5,2.0,2.5,1.0,-0.29939573741481146,-0.6333197153985065,0.10330725771850167,-0.3031460888489976,-0.19104297779792698,-0.4016886237563533,4.0,2.3333333333333335,-1.2085200528409483,0.03639368574117681,-0.7043846881423539
